CustomerID,CustomerName,TotalRevenue
27399,Thomas Parker,$93.33
12503,Casey Shen,$93.33
16038,Roy Sai,$93.10
30090,Christie Trujillo,$93,981.02
29784,Jeanie Glenn,$93,888.44
30011,Eric Meyer,$93,877.18
29533,Douglas Baldwin,$93,332.01
14078,Ryan Alexander,$927.63
18936,Morgan Collins,$927.63
14875,Alyssa Foster,$927.63
14893,Gabrielle Diaz,$927.63
14900,Rachel Lewis,$927.63
14910,Caitlin Murphy,$927.63
14867,Lauren Richardson,$927.63
18924,Rachel Williams,$927.63
14108,Thomas Yang,$927.63
19579,Dawn Zheng,$92.80
17253,Roy Suri,$92.80
17230,Lance Suarez,$92.80
17054,Shawn Raje,$92.80
17058,Destiny Lee,$92.80
17235,Joshua Jackson,$92.80
17231,Tina Garcia,$92.80
17243,Miranda Flores,$92.80
12024,Samuel Edwards,$92.79
12962,Jennifer Edwards,$92.79
27388,Xavier Cox,$92.79
12098,Grace Clark,$92.79
13138,Teresa Alonso,$92.79
28641,Brittany Butler,$92.79
27326,Ashlee Goel,$92.79
15930,Tiffany He,$92.79
17227,Erika Gutierrez,$92.79
12955,Theresa Hernandez,$92.79
12973,Adrian Howard,$92.79
27538,José Jackson,$92.79
19925,Madison Jenkins,$92.79
16539,Christy Li,$92.79
15919,Rebekah Prasad,$92.79
11377,David Robinett,$92.79
12961,Kimberly Murphy,$92.79
12091,Eddie Munoz,$92.79
11139,Tanya Moreno,$92.79
19606,Gabriel Parker,$92.79
15714,Bethany Pal,$92.79
12708,Bonnie Pal,$92.79
19304,Sara Nelson,$92.79
16423,Sergio Madan,$92.79
29418,Lindsey Sharma,$92.79
27323,Michele Shan,$92.79
14231,Kari Sai,$92.79
12582,Carmen Sara,$92.79
22697,Harold Sara,$92.79
26972,Kristopher Sara,$92.79
16182,Louis Sun,$92.79
17281,Francis Vazquez,$92.79
23929,Kristin Xie,$92.79
16508,Brent Zhu,$92.79
12751,Priscilla Xu,$92.79
12471,Lacey Zeng,$92.79
13612,Hailey Ross,$92.76
13665,Kristi Randall,$92.76
13547,Michele Jimenez,$92.76
17723,Johnathan Malhotra,$92.75
18573,Andrea Phillips,$92.53
21816,Jackson Roberts,$92.23
21732,Ian Johnson,$92.23
27975,Jay Gill,$92.23
17105,Madison Walker,$92.20
19973,Colin Zhu,$92.20
12465,Cassandra Patel,$92.18
29684,Marlin Coriell,$92,548.85
29769,Jon Ganio,$92,300.55
29912,Russell King,$92,154.31
30117,Robert Vessa,$919,801.82
24275,Lucas Rivera,$918.62
28479,Marvin Gomez,$918.62
14338,Natalie Taylor,$915.76
22444,Colin Xie,$915.46
21666,Leslie Jimenez,$915.46
28505,Barbara Xie,$914.20
27766,Joel Vance,$914.20
27166,Trisha Ye,$914.20
11212,Chloe Campbell,$914.05
19332,Kelvin Alan,$91.68
19261,Heather Wu,$91.68
20055,Ruben Ruiz,$91.68
14517,Ebony Rodriguez,$91.68
19935,Clinton Navarro,$91.68
18029,Carmen Malhotra,$91.68
26257,Hector Jimenez,$91.66
23771,Julio Gomez,$91.66
11867,Nathaniel James,$91.64
12194,Destiny Foster,$91.64
12148,Gabrielle Morris,$91.64
11878,Christine Nara,$91.64
12149,Bailey Scott,$91.64
11887,Joseph White,$91.64
11876,Madison White,$91.64
12509,Marc Ferrier,$91.55
24442,Briana Gutierrez,$91.26
23801,Taylor Wood,$91.26
25183,Michael Thomas,$91.26
24812,Johnathan Sai,$91.26
28059,Bradley Shen,$91.13
11520,Jada Morgan,$909.38
21108,Kristine Martin,$905.53
23616,Karen Roberts,$905.53
21087,Rebecca Scott,$905.53
22619,Robin Hernandez,$905.53
21667,Crystal Zhang,$905.53
14107,Alexandra Garcia,$905.50
14110,Dakota Simmons,$905.50
29064,Jose Butler,$901.47
29614,Ryan Calafato,$901,346.86
28493,Morgan Wilson,$900.35
14061,Naomi Torres,$90.90
14212,Erick Madan,$90.90
13956,Dawn Ma,$90.90
18165,Randall Gill,$90.90
14222,Dawn Zhang,$90.90
13952,Franklin Ye,$90.90
11948,Tasha Xu,$90.90
14221,Glenn Zhao,$90.90
18156,Trisha Zhang,$90.90
19572,Melissa Bailey,$90.89
11518,Edward Washington,$90.83
18925,Haley Griffin,$90.81
16256,Richard Collins,$90.57
14479,Samantha Smith,$90.57
16665,Linda Suarez,$90.40
16625,Grant Deng,$90.40
16165,Jenny Liu,$90.40
11436,Taylor Cox,$90.34
12126,Tammy Raman,$90.34
13480,Anna Rodriguez,$90.01
14388,Kaylee Rogers,$90.01
12938,Edward Parker,$90.01
14333,Bobby Suri,$90.01
13422,Jacqueline Washington,$90.01
13307,Michelle Stone,$90.01
13244,Jose Sharma,$90.01
12953,Catherine Cooper,$90.01
14247,Hunter Allen,$90.01
12946,Seth Allen,$90.01
17346,Edgar Lopez,$90.01
22978,Devon Jai,$90.01
13272,Jordan Gonzalez,$90.01
14294,Steven Gray,$90.01
14254,Tabitha Gill,$90.01
21308,Kayla Garcia,$90.01
13291,Nina Xu,$90.01
21068,Lawrence Jimenez,$90.00
22985,Hailey Phillips,$90.00
12641,Willie Raje,$9.93
11586,Alberto Romero,$9.93
12656,Blake Roberts,$9.93
28612,Gabriel Roberts,$9.93
12542,Preston Patel,$9.93
28967,Jessica Morris,$9.93
12537,Terrence Luo,$9.93
28788,Dominique Martinez,$9.93
12651,Martin Malhotra,$9.93
12478,Ruben Mehta,$9.93
12524,Kate Shan,$9.93
12534,Katie Shan,$9.93
12517,Alexa Watson,$9.93
12552,Bruce Torres,$9.93
12544,Bruce Jordan,$9.93
12556,Manuel Kapoor,$9.93
12535,Clifford Kapoor,$9.93
28614,Luis Jenkins,$9.93
12488,Jay Garcia,$9.93
12512,Carolyn Gomez,$9.93
12649,Omar Goel,$9.93
12543,Ruben Alvarez,$9.93
28611,Christian Alexander,$9.93
12515,Shelby Bailey,$9.93
28610,Jacqueline Bailey,$9.93
29057,Latoya Andersen,$9.93
28613,James Campbell,$9.93
12642,Jimmy Carlson,$9.93
12538,Paula Blanco,$9.93
12514,Lacey Becker,$9.93
12507,Ian Bell,$9.93
12516,Shawna Chander,$9.93
11584,Devin Carter,$9.93
12511,Grant Chander,$9.93
12518,Jacquelyn Dominguez,$9.93
12536,Javier Dominguez,$9.93
12539,Marc Dominguez,$9.93
12481,Victor Diaz,$9.93
28615,Jonathan Flores,$9.93
12541,Jonathan Zhang,$9.93
29501,Milton Albury,$9,945.16
13257,Jon Chander,$9,880.11
13258,Anne Dominguez,$9,819.62
29887,Tamara Johnston,$9,686.13
29679,Amy Consentino,$9,680.94
29756,Jeffrey Ford,$9,619.50
29602,Nancy Buchanan,$9,613.38
12128,Kristy Munoz,$9,592.62
29753,Kathie Flood,$9,571.91
29971,Robert Lyon,$9,549.72
12125,Diana Ortega,$9,497.93
12129,Wendy Alvarez,$9,455.94
29864,Beth Inghram,$9,411.41
13600,Marie Sanz,$9,348.58
14427,Emmanuel Patel,$9,338.64
30084,Abe Tramel,$9,336.93
15106,Shannon Navarro,$9,305.51
14775,Bonnie Xie,$9,286.73
14429,Lacey He,$9,275.69
15692,Ryan Garcia,$9,273.49
15097,Morgan Bennett,$9,256.68
13602,Virginia Mehta,$9,255.79
13583,Blake Butler,$9,254.70
13581,Albert Blanco,$9,254.14
13585,Savannah Morris,$9,246.96
14940,Carmen Rana,$9,246.14
14939,Cory Kapoor,$9,245.87
14207,José Saraiva,$9,239.24
13584,Isaiah Cox,$9,239.23
13591,Latasha Alonso,$9,232.57
14830,Isabella Ward,$9,222.64
15691,Julian Henderson,$9,217.13
14425,Victor Carlson,$9,207.19
13576,Tamara Lal,$9,205.52
14181,Adriana Chandra,$9,200.57
15695,Bruce Gomez,$9,198.29
14183,Robyn Carlson,$9,195.05
14428,Cassie Andersen,$9,195.05
11767,Meagan Madan,$9,193.06
14426,Madison Hughes,$9,192.83
14189,Krista Martin,$9,190.64
14195,Clinton Blanco,$9,189.50
14198,Daisy Romero,$9,180.99
13590,Louis Xie,$9,178.46
15080,Evelyn Chandra,$9,177.36
14191,Derrick Martin,$9,172.95
15118,Nelson Ortega,$9,172.95
15354,Corey Kumar,$9,168.51
11112,Crystal Wang,$9,166.00
11766,Candace Raman,$9,149.93
12338,Monica Vance,$9,132.83
11101,Abby Sai,$9,130.08
11900,Byron Carlson,$9,124.00
12003,Audrey Munoz,$9,123.43
11451,Ruben Muñoz,$9,115.69
11995,Kelvin Carson,$9,115.16
11000,Jon Yang,$9,115.13
11058,Marc Diaz,$9,114.06
11901,Stacy Alvarez,$9,114.05
11986,Max Alvarez,$9,110.98
11109,Ruben Kapoor,$9,110.74
11120,Beth Jiménez,$9,107.95
29875,Jay Jamison,$9,104.48
11446,Bethany Chander,$9,101.90
11443,Grace Griffin,$9,099.68
11762,Randall Gomez,$9,091.95
11456,Jon Gao,$9,088.03
11054,Deanna Munoz,$9,086.44
11894,Ann Gonzalez,$9,086.42
11343,Arthur Carlson,$9,085.30
11099,Adam Ross,$9,078.67
11751,Victoria Gonzales,$9,077.60
11904,Kaylee Cook,$9,077.02
12039,Ricardo Nath,$9,075.37
11977,Bonnie Jai,$9,074.81
11457,Jaime Gutierrez,$9,073.69
11007,Marco Mehta,$9,073.16
11056,Michele Nath,$9,069.29
11918,Kaylee Hill,$9,066.51
11080,Damien Chander,$9,065.44
12010,Max Serrano,$9,064.87
11897,Orlando Ashe,$9,064.34
11004,Elizabeth Johnson,$9,056.59
11147,Ernest Wu,$9,056.03
12009,Ann Martinez,$9,056.03
11072,Casey Luo,$9,054.37
11341,Randy Zeng,$9,052.16
11899,Brenda Perez,$9,049.40
11117,April Deng,$9,044.41
11452,Erika Rubio,$9,042.26
12000,Ashley Russell,$9,042.22
11103,Cassie Chande,$9,041.66
11093,Aimee He,$9,038.90
11898,Angela Henderson,$9,037.83
11916,Joe Rana,$9,037.25
11453,Stanley Malhotra,$9,035.56
11964,Sharon Salavaria,$9,031.75
11450,Brett Mehta,$9,031.45
11104,Edgar Sara,$9,031.20
11969,Randy Xu,$9,031.19
11100,Latasha Navarro,$9,030.62
11919,Warren Andersen,$9,029.53
11107,Bianca Lin,$9,028.97
11994,Leah Hu,$9,026.78
11077,Leah Ye,$9,026.78
11952,Dorothy Robinson,$9,026.75
11055,Gilbert Raje,$9,025.65
11914,Meagan Rana,$9,023.39
11472,Kenneth Kumar,$9,023.23
11070,Willie Raji,$9,022.93
11990,Joanna Vazquez,$9,021.23
11754,Janet Ortega,$9,020.70
11333,Emily Miller,$9,020.46
11337,Jerome Romero,$9,019.01
11394,George McDonald,$9,018.98
11381,Meredith Raman,$9,017.93
11076,Blake Anderson,$9,015.74
11465,Louis Luo,$9,014.63
11491,Andre Perez,$9,014.60
11095,Chad Kumar,$9,014.60
11920,Adrienne Gomez,$9,012.73
11905,Isaiah Ramirez,$9,012.36
11334,Nicole Brown,$9,010.19
11967,Latasha Munoz,$9,009.09
11060,Jon Zhou,$9,009.09
11906,Gabriella Sanders,$9,006.86
11761,Edgar Mehta,$9,005.19
11895,Dustin Chander,$9,004.69
11750,Latoya She,$9,003.56
12002,Adriana Lopez,$9,000.59
14640,Mackenzie Adams,$897.72
28513,Molly Fernandez,$896.51
27124,Raymond Kovar,$896.51
29381,Melvin Shen,$896.51
29458,Danny Moreno,$896.51
27895,Colin Pal,$896.51
28107,Tara Simpson,$895.40
26856,Jessica Brooks,$895.40
29087,Steve Ye,$895.40
22523,Jon Xu,$891.47
18948,Sydney Bailey,$891.47
14330,Matthew Harris,$891.47
23619,Ricardo Tang,$891.47
22617,Andres Nath,$891.47
21107,Kaitlin Rodriguez,$891.47
11169,Bryce Richardson,$89.79
11049,Carol Rai,$89.79
11188,Catherine Morris,$89.79
15125,Cory Martinez,$89.79
15131,Lacey Sun,$89.79
11182,Stephanie Torres,$89.79
11012,Lauren Walker,$89.79
16739,Cory Weber,$89.79
11229,Adrian Stewart,$89.79
14677,Ross Hernandez,$89.79
11256,Katelyn Hernandez,$89.79
14665,Jesse King,$89.79
11260,Katelyn Kelly,$89.79
15123,Sergio Lopez,$89.79
14317,Steve Liang,$89.79
11066,Grace Butler,$89.79
15812,Logan Allen,$89.78
17807,Philip Sanz,$89.77
15599,Darryl Ma,$89.77
12035,Gerald Prasad,$89.77
14687,Olivia Price,$89.46
13344,Caitlin Reed,$89.46
14519,Denise Rana,$89.46
14835,Melody Saunders,$89.46
13727,Paula Rubio,$89.46
14435,Jennifer Wilson,$89.46
15010,Cory Suri,$89.46
13437,Ethan Flores,$89.46
14258,Haley Foster,$89.46
25230,Sophia Carter,$89.46
16227,Eric Lopez,$89.46
20021,Alexander Jones,$89.46
13312,Natalie Jenkins,$89.46
17217,Raquel Gill,$89.46
17333,Misty Chander,$89.44
15068,Jessica Barnes,$89.44
12875,Brianna Ross,$89.44
17324,Tonya Xu,$89.44
25264,Wyatt Bryant,$89.03
29086,Frank Diaz,$889.89
28487,Gerald Gill,$889.89
29459,Marco Malhotra,$889.89
14497,Allison Scott,$888.95
14874,Nicole Sanchez,$888.95
14496,Cindy Stewart,$888.95
18923,Cassandra Kapoor,$888.95
18947,Devin Bryant,$888.95
22307,Sarah Ross,$888.94
15323,Eduardo Wilson,$888.94
22509,Lacey Nara,$888.94
12020,Olivia Rogers,$888.94
29639,Joseph Castellucio,$887,090.41
25344,Thomas Baker,$886.02
29342,Cassie Anand,$886.02
29063,Alan Liang,$886.02
18949,Jackson Hall,$885.96
11203,Luis Diaz,$885.96
26903,Rafael Luo,$884.91
28686,Sheena Jai,$884.34
22508,Jon Huang,$883.43
22450,Audrey Alvarez,$883.43
21681,Casey Ortega,$883.36
20601,Carrie Munoz,$88.92
20602,Casey Moreno,$88.92
26832,Kate Xie,$88.92
22511,Wendy Suarez,$88.92
24886,Joy Romero,$88.92
12008,Sharon Yuan,$88.68
19525,Hannah Flores,$88.63
22014,Jose Gonzales,$88.62
16168,Kathryn Ashe,$88.52
17757,Seth Hayes,$88.37
11370,Alicia Xu,$88.37
15612,Damien Ma,$88.37
13642,Cassie Nara,$88.37
25869,Lucas Parker,$88.37
25877,Alyssa Price,$88.37
19062,Erica Zhou,$88.34
11125,Dana Navarro,$88.06
29717,Cindy Dodd,$88,435.34
29094,Jessie He,$879.96
22447,Tara Shan,$877.10
11211,Samantha Russell,$876.87
21102,Willie Zheng,$876.77
21817,Jerome Carlson,$874.57
28368,Fernando Butler,$874.41
27142,Lindsay Andersen,$874.41
27882,Franklin Hu,$874.41
29465,Roy Gill,$874.41
24753,Eduardo Jenkins,$874.41
24648,Amanda King,$874.41
24492,Devin Lopez,$874.41
27846,Albert Rubio,$874.41
26976,Erik Serrano,$874.41
19207,Jeremiah Turner,$874.41
27159,Veronica Rodriguez,$874.41
25216,Rachael Raman,$87.81
24279,Angel Nelson,$87.81
25211,Diane Torres,$87.81
17530,Devin Wood,$87.81
26424,Kayla White,$87.81
18472,Hannah Ross,$87.81
26780,Julia Butler,$87.81
12319,Shannon Ye,$87.81
13802,Tina Subram,$87.80
19100,Bradley Rai,$87.58
16190,Lance Alvarez,$87.57
19731,Jonathan Allen,$87.27
19835,Jordan Allen,$87.27
19654,Richard Alexander,$87.27
19239,Jeremy Alexander,$87.27
19664,Ethan Alexander,$87.27
19818,Brianna Anderson,$87.27
26766,Jodi Andersen,$87.27
28359,Madison Anderson,$87.27
18688,Antonio Barnes,$87.27
18833,Morgan Baker,$87.27
19886,Marcus Butler,$87.27
26156,Shannon Cai,$87.27
20071,Sean Campbell,$87.27
29197,Morgan Brown,$87.27
20014,Anne Blanco,$87.27
18585,Katherine Blue,$87.27
28810,Kaylee Blue,$87.27
18890,Lauren Blue,$87.27
20359,Rachel Blue,$87.27
18940,Seth Bell,$87.27
28101,Timothy Bell,$87.27
19759,Sydney Barnes,$87.27
18517,Tristan Diaz,$87.27
21378,Rebekah Diaz,$87.27
20754,Ian Davis,$87.27
19155,Caroline Flores,$87.27
28992,Darren Fernandez,$87.27
19876,Nathan Edwards,$87.27
20020,Jacqueline Foster,$87.27
20352,Melissa Foster,$87.27
26149,Casey Chande,$87.27
20739,Kaitlyn Carter,$87.27
26765,Dominique Chandra,$87.27
22002,Kristen Chen,$87.27
28514,Lisa Chen,$87.27
19011,Maria Cook,$87.27
19136,Richard Cook,$87.27
19707,Cole Cooper,$87.27
19711,Devin Cooper,$87.27
29323,Andrea Cooper,$87.27
18945,Marcus Cox,$87.27
18820,Alexandria Cook,$87.27
18576,Emily Coleman,$87.27
18835,Isabelle Coleman,$87.27
26592,Brenda Lopez,$87.27
19810,Oscar Long,$87.27
20342,Aimee Lu,$87.27
20356,Louis Lu,$87.27
26441,Randy Lu,$87.27
27347,Jeffery Lin,$87.27
19881,Aidan Long,$87.27
19637,Eduardo Long,$87.27
22169,Jenny Li,$87.27
27364,Cedric Li,$87.27
27519,Alejandro Li,$87.27
27378,Samantha Lee,$87.27
14516,Tommy Lal,$87.27
19684,Alexandra Lee,$87.27
28986,Caleb King,$87.27
28725,Edward Jenkins,$87.27
20112,Shelby James,$87.27
20117,Brandon Jenkins,$87.27
20364,Anna Jackson,$87.27
28302,Caroline Hughes,$87.27
19019,Jackson Gonzales,$87.27
20355,Melanie Gray,$87.27
26756,Brooke Gray,$87.27
21241,Carson Griffin,$87.27
15111,Leah Huang,$87.27
